IDNUM,PROV,ESTRATOPRI,apoyo_golpe,apoyo_cierre,lider_fuerte,limitar_oposicion,cinismo_democ,prioridad_seguridad,victima_delito,percep_inseguridad,sexo_mujer,educacion_anos,ingresos_rango
4486,1120,1106,0,0,2,3,3,0,0,3,1,6,1113
7154,1120,1106,1,0,3,4,4,0,0,3,1,5,1114
3904,1120,1101,1,0,2,1,4,0,0,4,0,6,1109
7813,1120,1101,0,0,2,3,7,0,0,2,1,3,1102
1532,1112,1105,0,1,2,3,1,0,0,2,0,6,1113
5002,1112,1105,0,0,3,4,1,1,0,3,1,6,1104
5265,1112,1105,1,1,3,4,2,0,0,4,1,5,1103
6762,1112,1105,1,1,3,4,5,0,1,3,0,6,1113
6613,1112,1105,0,1,1,5,2,0,0,4,0,5,1104
656,1112,1105,1,1,4,6,4,0,0,3,1,4,1104
2478,1112,1105,1,1,3,4,5,0,0,2,1,4,1106
5553,1112,1105,0,1,3,3,3,0,0,2,0,5,1109
781,1112,1105,1,1,3,1,5,0,1,4,0,6,1109
3673,1112,1105,1,1,5,6,6,0,0,4,1,3,1103
4989,1112,1105,1,1,3,3,5,0,0,2,1,3,1105
2616,1112,1105,0,0,3,4,1,0,0,2,0,6,1112
9652,1110,1105,0,0,2,4,2,0,1,2,0,6,1109
2313,1110,1105,0,0,1,7,1,0,0,3,0,6,1113
9148,1110,1105,1,1,4,6,3,0,1,2,0,4,1107
6333,1110,1105,0,0,1,1,6,0,0,2,1,4,1102
7302,1110,1105,1,0,2,4,4,0,1,3,0,6,1102
5722,1110,1105,0,0,5,1,1,0,0,2,1,3,1101
7221,1110,1105,0,0,2,4,5,0,0,2,1,3,1101
377,1110,1105,0,0,2,4,5,0,0,3,1,4,1104
3100,1110,1105,0,0,4,1,1,1,0,2,0,6,1112
6947,1110,1105,1,1,2,3,4,0,0,2,0,4,1105
3750,1110,1105,1,1,3,1,4,0,1,2,0,5,1111
112,1110,1105,1,1,3,3,3,0,1,3,1,6,1104
4928,1120,1101,0,0,1,1,7,0,1,4,1,2,1103
3,1120,1101,1,1,2,3,5,0,0,3,0,4,1107
1731,1120,1101,1,1,2,3,2,0,0,4,1,4,1104
7482,1120,1101,0,0,3,6,4,0,0,2,0,4,1103
8221,1120,1101,1,0,3,3,3,0,0,2,0,6,1103
2367,1120,1101,0,0,3,2,2,0,0,3,0,5,1109
3409,1120,1101,0,0,2,7,1,0,0,1,0,6,1102
7699,1120,1101,1,0,3,3,2,0,0,3,1,4,1101
6750,1120,1101,0,1,1,1,7,0,1,4,1,6,1104
6946,1120,1101,0,0,2,4,3,1,1,4,1,6,1109
6880,1120,1101,1,0,3,2,1,0,1,1,1,5,1112
7809,1120,1101,0,0,3,4,4,1,0,4,0,6,1101
2459,1114,1101,0,0,5,4,3,0,0,4,1,4,1105
3452,1114,1101,0,1,3,1,3,0,0,4,1,2,1101
8037,1114,1101,1,0,4,4,1,0,1,3,1,4,1108
7743,1114,1101,1,1,4,3,4,0,0,4,1,6,1103
1379,1114,1101,1,0,4,4,1,0,0,1,0,4,1107
7547,1114,1101,0,0,2,4,5,0,0,3,0,2,1103
8033,1114,1101,0,0,3,1,1,0,1,4,0,5,1106
1615,1114,1101,0,0,4,3,6,0,0,3,0,3,1103
9828,1114,1101,0,0,2,4,4,0,0,3,1,4,1104
9928,1114,1101,1,0,2,1,1,0,0,2,0,5,1108
3268,1115,1103,1,1,1,4,6,0,0,4,0,6,1106
8115,1115,1103,1,1,4,3,2,1,1,4,1,3,1103
9878,1115,1103,0,0,3,5,3,0,0,3,0,6,1108
7074,1115,1103,0,0,2,1,7,0,1,3,0,4,1106
9458,1115,1103,1,1,1,1,7,0,1,2,0,4,1104
6221,1115,1103,0,0,2,1,1,1,1,4,0,4,1109
3327,1115,1103,0,0,3,5,4,0,0,4,1,6,1110
7168,1115,1103,0,0,3,3,2,1,1,2,0,5,1111
6502,1115,1103,0,0,2,4,2,0,0,2,1,5,1102
502,1115,1103,1,0,3,4,4,0,0,2,1,4,1101
6696,1115,1103,0,0,4,3,3,0,0,3,1,4,1101
7560,1115,1103,1,0,1,6,2,0,0,3,1,6,1104
960,1115,1103,0,0,3,3,5,0,0,2,0,5,1107
9083,1115,1103,1,0,3,5,3,0,1,4,0,2,1106
581,1115,1103,1,0,5,4,2,0,0,2,1,6,1106
7981,1113,1101,0,0,3,2,4,0,1,3,1,6,1111
2988,1113,1101,1,1,1,5,3,0,1,4,0,4,1105
2875,1113,1101,0,0,1,3,3,1,0,4,0,4,1107
296,1113,1101,0,0,1,5,1,1,0,2,1,5,1103
4429,1113,1101,1,1,3,1,2,0,0,4,1,6,1106
4863,1113,1101,1,0,4,6,1,1,0,3,0,6,1110
4925,1113,1101,1,0,2,4,2,1,0,4,1,5,1107
5227,1113,1101,0,1,3,7,3,0,1,1,0,6,1115
8905,1110,1105,0,0,2,4,1,0,0,3,0,5,1112
5397,1110,1105,0,1,4,1,6,0,0,2,1,2,1101
4348,1110,1105,0,0,2,2,2,0,0,2,0,6,1114
3367,1110,1105,1,1,4,6,2,0,0,3,0,6,1104
5580,1110,1105,1,0,3,1,4,0,1,2,0,4,1108
3353,1110,1105,1,0,2,7,6,0,0,1,1,4,1101
2428,1110,1105,1,0,5,2,1,0,0,3,1,5,1106
2345,1110,1105,0,0,3,3,4,1,1,4,1,5,1105
5247,1110,1105,0,0,3,3,3,0,0,3,1,6,1115
9854,1110,1105,0,0,3,4,4,0,1,2,0,6,1115
9427,1110,1105,1,1,2,2,5,0,0,1,1,5,1106
8188,1108,1107,0,0,3,5,3,0,1,2,0,5,1111
4965,1108,1107,0,0,4,3,5,0,0,1,1,6,1107
1907,1108,1107,0,0,2,5,2,0,0,2,1,6,1109
4350,1108,1107,1,0,2,1,3,0,0,4,1,4,1103
4738,1108,1107,0,0,2,4,2,0,0,3,0,6,1115
980,1108,1107,0,0,4,1,1,0,0,3,0,6,1112
4268,1115,1103,1,1,1,4,3,0,0,3,1,5,1104
8065,1115,1103,1,0,4,1,1,0,0,3,0,6,1115
2445,1115,1103,0,0,4,4,2,0,0,3,0,6,1110
9469,1115,1103,1,0,3,5,3,1,1,4,1,4,1109
2505,1115,1103,0,0,2,3,3,0,0,4,0,4,1108
3739,1125,1104,0,0,2,2,5,0,1,4,1,5,1104
3414,1125,1104,0,0,3,2,4,0,1,4,0,4,1106
4652,1125,1104,1,0,4,6,1,0,0,2,0,4,1103
2414,1125,1104,0,0,1,3,4,0,0,1,1,3,1103
5449,1125,1104,0,0,5,3,4,0,0,3,1,4,1103
3274,1125,1104,1,1,2,1,3,0,1,3,1,4,1101
3480,1125,1104,0,0,3,2,5,0,0,3,1,4,1108
8478,1125,1104,1,1,4,7,7,0,0,2,0,3,1103
5369,1125,1104,1,1,4,3,5,0,0,3,1,4,1102
9794,1125,1104,1,1,5,7,7,0,1,1,0,4,1101
8505,1125,1104,1,0,2,3,3,0,1,3,0,4,1105
8671,1125,1104,1,0,4,1,3,0,0,2,0,6,1105
8467,1121,1107,1,0,2,4,4,0,1,4,0,4,1101
9947,1121,1107,0,0,2,3,5,0,0,2,0,5,1106
8175,1121,1107,1,1,2,4,3,0,1,2,0,4,1111
1358,1121,1107,1,0,4,7,7,0,0,3,1,1,1106
7049,1121,1107,0,0,5,4,3,0,0,2,0,6,1111
1962,1121,1107,1,1,3,5,3,0,1,3,0,4,1106
2539,1121,1107,1,1,4,6,2,0,1,3,1,4,1103
3777,1121,1107,0,0,1,1,1,0,1,4,0,5,1103
3009,1121,1107,0,0,2,2,6,0,0,4,1,1,1104
7867,1121,1107,1,1,2,7,1,0,0,1,1,4,1101
1015,1121,1107,0,1,2,2,7,0,0,2,0,6,1109
1423,1121,1107,1,0,3,5,6,0,1,2,0,4,1108
5813,1121,1107,1,0,3,3,3,0,0,2,1,6,1112
9202,1121,1107,0,1,3,7,1,0,0,2,1,5,1106
8407,1121,1107,0,0,2,3,5,0,0,2,1,5,1105
3067,1121,1107,1,1,2,1,4,0,0,1,1,4,1104
8753,1121,1107,0,0,3,4,3,0,1,3,0,5,1107
8261,1121,1107,1,0,3,4,4,0,0,1,1,4,1101
297,1121,1107,0,0,4,2,4,0,0,1,1,5,1101
1796,1121,1107,0,1,2,7,6,0,0,4,0,6,1107
5156,1115,1103,0,0,2,1,2,1,0,4,1,5,1108
1275,1115,1103,1,1,3,4,4,0,0,2,0,5,1111
5679,1115,1103,1,1,1,4,4,0,1,3,1,6,1109
565,1115,1103,1,1,3,2,4,0,1,3,0,4,1110
3552,1115,1103,1,0,3,3,5,0,0,2,0,6,1114
363,1115,1103,0,0,2,2,2,0,1,2,0,6,1115
906,1115,1103,0,1,5,1,3,0,0,1,0,6,1111
1271,1115,1103,1,0,4,4,1,1,1,2,0,5,1110
9544,1115,1103,0,0,1,3,5,0,1,4,1,5,1106
5483,1115,1103,0,0,1,1,1,0,0,1,0,6,1109
6784,1115,1103,0,0,5,1,2,1,0,3,1,4,1105
2717,1115,1103,1,1,2,4,4,0,0,2,1,6,1103
3744,1115,1103,1,1,3,4,4,0,1,3,0,6,1112
8815,1115,1103,1,0,3,4,4,0,0,3,1,4,1112
8436,1115,1103,1,1,3,4,4,0,1,2,1,4,1111
6420,1115,1103,0,0,2,2,2,0,0,2,0,4,1114
3529,1115,1103,1,1,1,2,3,0,1,2,1,6,1113
6380,1115,1103,1,0,1,4,4,1,1,3,1,5,1112
6655,1115,1103,1,0,3,4,3,1,0,2,1,4,1111
8356,1115,1103,0,0,4,1,2,0,0,3,0,6,1115
8063,1115,1103,0,0,2,1,1,0,0,3,1,6,1115
6645,1115,1103,1,1,2,7,4,0,1,2,1,5,1113
3556,1115,1103,0,0,3,3,1,0,1,3,0,5,1103
4176,1115,1103,0,0,1,1,1,0,0,2,0,4,1111
5144,1115,1103,0,0,2,2,2,0,0,2,0,6,1113
6045,1115,1103,0,1,1,2,5,0,1,2,1,4,1108
8070,1115,1103,1,1,4,4,4,0,0,2,0,4,1110
4402,1115,1103,1,1,3,3,4,0,0,2,1,4,1112
3597,1115,1103,0,0,4,3,1,0,0,3,0,5,1113
6843,1115,1103,1,1,3,3,4,0,0,4,1,3,1104
5358,1115,1103,0,0,2,2,5,0,1,3,1,6,1107
9781,1115,1103,0,0,3,3,6,0,1,3,0,5,1108
648,1115,1103,1,0,2,2,3,0,1,4,0,4,1111
9241,1115,1103,0,0,2,4,3,1,1,4,0,3,1114
3120,1115,1103,1,1,4,5,3,1,0,3,0,4,1108
8926,1115,1103,1,1,2,5,4,0,0,3,1,6,1107
7381,1115,1103,1,1,2,3,6,0,0,3,1,3,1103
3170,1115,1103,0,1,2,5,3,0,0,2,0,4,1108
2661,1115,1103,0,0,3,4,4,0,1,3,0,4,1106
2485,1115,1103,0,1,2,4,5,0,0,4,0,4,1108
9700,1115,1103,0,0,2,1,7,0,1,3,0,6,1108
4034,1115,1103,0,0,4,6,3,0,1,2,1,4,1105
4328,1115,1103,0,0,1,7,1,0,0,3,0,2,1101
7995,1115,1103,1,0,1,4,3,0,0,3,1,6,1109
2573,1115,1103,0,0,4,6,3,0,0,1,1,3,1101
351,1115,1103,1,0,1,4,4,1,1,4,0,6,1105
9649,1115,1103,1,0,3,4,3,0,0,3,1,4,1109
19,1121,1107,1,0,3,3,5,0,0,2,0,4,1105
8849,1121,1107,0,0,3,4,5,0,0,2,0,4,1104
2819,1121,1107,0,0,3,1,3,0,0,2,0,6,1109
6360,1121,1107,0,1,4,2,4,0,0,2,0,4,1108
1248,1121,1107,1,1,3,2,4,0,0,2,1,4,1107
3241,1121,1107,1,0,3,5,2,0,0,1,1,5,1106
4099,1121,1107,1,1,3,1,1,0,0,2,1,6,1105
3239,1121,1107,0,0,2,1,6,0,0,1,1,4,1104
2608,1121,1107,1,1,3,7,1,0,0,1,1,6,1107
8970,1121,1107,1,1,3,3,1,0,0,2,1,2,1103
4133,1121,1107,1,0,1,2,1,1,0,4,1,4,1105
559,1121,1107,0,1,3,3,1,0,0,3,0,4,1109
4754,1121,1107,0,0,4,5,6,0,0,2,0,6,1106
6965,1121,1107,0,0,2,1,7,0,0,2,1,5,1102
2581,1121,1107,1,0,3,2,5,0,0,3,0,4,1105
1551,1121,1107,0,1,1,1,3,0,0,2,0,4,1107
1102,1121,1107,0,0,2,3,4,0,0,2,0,6,1108
3972,1102,1106,1,0,3,2,6,0,1,2,0,1,1105
2135,1102,1106,1,0,2,5,3,0,1,3,1,6,1106
6300,1102,1106,1,0,2,1,3,0,0,2,0,6,1106
5617,1102,1106,1,0,4,1,6,0,0,2,0,5,1114
2182,1102,1106,0,1,5,4,2,0,1,2,0,4,1108
4909,1102,1106,0,0,4,2,4,0,1,2,1,6,1112
5490,1102,1106,1,1,2,3,4,0,1,4,0,4,1105
818,1102,1106,0,1,2,1,2,0,0,4,1,6,1106
9339,1102,1106,1,0,2,4,4,1,0,2,1,5,1103
9219,1102,1106,1,1,3,7,7,0,0,4,1,1,1101
428,1102,1106,0,0,3,5,3,0,0,2,1,4,1101
5118,1102,1106,1,1,1,3,4,0,0,4,0,4,1102
7902,1102,1106,1,1,3,7,2,0,0,1,0,4,1107
1052,1115,1103,0,1,4,5,3,0,1,4,1,3,1106
7279,1115,1103,1,0,2,1,7,0,0,4,0,4,1102
2343,1115,1103,1,0,2,1,5,0,0,4,1,3,1105
2739,1115,1103,0,0,3,4,3,0,1,3,1,5,1110
4477,1115,1103,1,0,3,3,4,0,0,1,0,5,1113
9842,1115,1103,1,0,2,1,3,1,0,3,0,5,1108
887,1115,1103,0,0,5,3,3,0,1,2,1,5,1107
4086,1115,1103,1,0,2,3,4,0,0,2,0,3,1112
9960,1115,1103,1,0,2,4,7,0,0,2,0,5,1113
2169,1115,1103,1,0,1,5,6,1,0,3,0,6,1114
5441,1115,1103,1,0,3,4,6,0,0,4,1,4,1106
2897,1115,1103,0,0,2,3,3,0,0,3,0,6,1112
5939,1115,1103,0,0,3,4,5,0,0,3,1,6,1113
3205,1115,1101,0,0,2,4,2,0,0,3,1,4,1108
9735,1115,1103,0,0,2,4,4,0,0,3,1,4,1113
7252,1115,1103,1,0,4,2,2,0,0,4,0,6,1107
719,1115,1103,0,0,1,1,2,0,0,4,1,5,1113
7081,1115,1101,0,1,2,4,3,0,1,2,1,6,1105
6285,1115,1103,1,0,4,2,6,0,0,3,0,4,1106
7268,1115,1101,1,1,3,3,4,0,0,1,1,6,1101
2421,1115,1101,0,1,2,5,4,0,0,1,0,5,1113
2633,1115,1101,0,0,3,4,3,1,0,2,0,6,1103
6795,1115,1101,1,1,3,4,4,0,1,4,0,6,1109
6424,1115,1101,0,0,3,4,4,1,0,4,0,4,1108
3917,1115,1101,0,0,4,3,4,0,0,4,0,4,1105
8552,1115,1101,0,0,3,3,4,0,1,4,1,6,1104
314,1115,1103,0,0,2,3,3,1,1,4,1,4,1107
848,1115,1103,1,0,2,5,2,0,1,3,1,4,1105
2632,1115,1101,0,0,3,5,4,0,0,2,1,6,1112
9480,1115,1103,1,0,3,3,5,1,1,4,0,4,1107
3693,1115,1103,1,1,1,2,5,1,0,4,1,4,1103
7730,1115,1103,0,0,2,4,4,0,1,4,0,6,1103
3050,1115,1101,1,0,3,3,4,0,0,2,1,4,1104
2067,1115,1101,1,1,2,2,6,0,0,2,0,4,1102
6253,1106,1104,1,1,2,1,7,0,1,4,0,6,1107
467,1106,1104,0,0,3,2,5,0,0,1,0,5,1102
2861,1106,1106,0,0,4,2,6,0,0,2,1,0,1101
1801,1106,1104,1,0,4,5,2,0,0,2,0,4,1102
7436,1106,1106,1,1,2,5,5,0,1,2,0,6,1111
3621,1106,1106,1,1,4,4,4,0,0,2,1,2,1103
5893,1106,1106,1,0,4,4,1,0,0,1,1,2,1103
8896,1106,1106,1,1,2,1,7,0,0,1,0,2,1101
1659,1106,1104,0,0,2,2,4,0,0,2,1,3,1103
2083,1123,1102,1,1,3,3,3,0,0,3,0,6,1110
6661,1123,1102,0,0,3,4,3,0,0,4,0,6,1111
1755,1123,1102,0,1,2,3,1,0,1,2,1,5,1113
114,1123,1102,0,0,3,3,4,0,0,2,1,4,1104
4261,1123,1102,1,1,2,3,2,0,0,4,0,6,1107
5595,1123,1102,0,0,2,1,2,0,0,4,1,6,1105
5003,1123,1102,1,0,4,4,4,0,1,2,0,6,1114
9114,1123,1102,0,1,2,4,5,0,1,3,1,6,1108
4903,1123,1102,0,0,4,5,3,0,0,2,1,6,1104
1122,1123,1102,1,0,3,3,4,0,0,3,1,6,1106
5464,1123,1102,1,0,3,5,3,0,0,2,0,6,1109
5031,1123,1102,0,0,2,3,5,0,0,2,0,4,1105
2351,1115,1103,0,1,2,4,2,1,0,4,0,5,1107
8667,1115,1103,0,0,2,3,1,0,1,4,0,4,1105
3646,1115,1103,0,1,1,4,1,0,0,3,1,4,1107
947,1115,1103,1,0,2,4,3,0,1,2,0,5,1111
6021,1115,1103,0,0,4,1,1,0,0,2,1,6,1114
6913,1115,1103,1,0,4,4,1,0,1,3,1,4,1108
7599,1115,1103,1,1,1,4,4,0,1,3,0,4,1107
8847,1115,1103,0,0,2,2,4,0,0,3,0,6,1114
1740,1115,1103,1,0,2,5,3,0,1,4,1,2,1108
3669,1115,1103,0,1,3,3,2,0,1,4,0,4,1107
5141,1115,1103,1,1,2,3,4,1,0,1,1,4,1105
6525,1115,1103,0,1,2,4,2,1,0,2,1,4,1110
7792,1121,1107,1,0,3,3,5,0,0,3,1,4,1106
8093,1121,1107,1,1,3,4,4,0,0,1,0,5,1101
5061,1121,1107,1,0,3,2,6,0,0,3,1,4,1108
855,1121,1107,0,0,4,1,4,0,0,4,0,5,1106
3090,1121,1107,0,1,3,3,2,0,1,3,0,6,1109
8026,1121,1107,0,1,1,3,7,0,0,3,0,5,1103
1622,1121,1107,0,0,2,1,1,0,0,1,0,5,1101
7691,1121,1107,0,0,4,5,6,0,1,4,0,4,1107
1934,1121,1107,1,1,4,1,2,0,0,2,0,6,1111
547,1121,1107,1,1,1,2,7,0,0,4,1,4,1105
4672,1121,1107,0,0,4,7,3,0,0,1,1,5,1101
9205,1121,1107,0,0,3,1,1,0,0,2,1,4,1108
5453,1121,1107,1,0,3,2,7,0,0,4,1,1,1103
3813,1121,1107,0,1,3,4,3,0,0,3,1,1,1101
